71,901	2,604	-887	NAN
72,001	2,6235	-891,5	NAN
72,101	2,625	-892,5	NAN
72,201	2,6265	-893	NAN
72,301	2,6265	-893,5	NAN
72,401	2,628	-893,5	NAN
72,501	2,6325	-894	NAN
72,601	2,637	-895	NAN
72,701	2,646	-896,5	NAN
72,801	2,661	-898,5	NAN
72,901	2,6655	-900	NAN
73,001	2,6745	-902	NAN
73,101	2,7105	-907,5	NAN
73,201	2,715	-910	NAN
73,301	2,721	-912	NAN
73,401	2,7285	-913,5	NAN
73,501	2,733	-914,5	NAN
73,601	2,7345	-915	NAN
73,701	2,7435	-916,5	NAN
73,801	2,7615	-919	NAN
73,901	2,7735	-922	NAN
74,001	2,7885	-924	NAN
74,101	2,8005	-926,5	NAN
74,201	2,799	-927,5	NAN
74,301	2,8005	-927,5	NAN
74,401	2,802	-928	NAN
74,501	2,8095	-928	NAN
74,601	2,82	-930	NAN
74,701	2,826	-932	NAN
74,801	2,8275	-932	NAN
74,901	2,8305	-932,5	NAN
75,001	2,8335	-933,5	NAN
75,101	2,835	-933	NAN
75,201	2,841	-934,5	NAN
75,301	2,8485	-936,5	NAN
75,401	2,8605	-938	NAN
75,501	2,862	-938	NAN
75,601	2,8635	-938	NAN
75,701	2,862	-938,5	NAN
75,801	2,862	-938	NAN
75,901	2,865	-939	NAN
76,001	2,868	-939,5	NAN
76,101	2,874	-940	NAN
76,201	2,8995	-943	NAN
76,301	2,9325	-949,5	NAN
76,401	2,9325	-951	NAN
76,501	2,928	-951	NAN
76,601	2,898	-949	NAN
76,701	2,8935	-948	NAN
76,801	2,895	-948,5	NAN
76,901	2,895	-947	NAN
77,001	2,892	-948,5	NAN
77,101	2,892	-946,5	NAN
77,201	2,892	-948,5	NAN
77,301	2,8935	-948	NAN
77,401	2,8935	-948,5	NAN
77,501	2,892	-947	NAN
77,601	2,8935	-948	NAN
77,701	2,892	-947,5	NAN
77,801	2,8935	-948,5	NAN
77,901	2,895	-948	NAN
78,001	2,892	-948	NAN
78,101	2,8935	-948,5	NAN
78,201	2,892	-947	NAN
78,301	2,895	-948	NAN
78,401	2,8935	-947,5	NAN
78,501	2,8935	-948	NAN
78,601	2,8905	-947	NAN
78,701	2,8935	-948	NAN
78,801	2,892	-948,5	NAN
78,901	2,892	-947	NAN
79,001	2,892	-947	NAN
79,101	2,8935	-947	NAN
79,201	2,892	-947	NAN
79,301	2,8935	-947	NAN
79,401	2,892	-948	NAN
79,501	2,8935	-948,5	NAN
79,601	2,8935	-947,5	NAN
79,701	2,8935	-948,5	NAN
79,801	2,871	-947	NAN
79,901	2,853	-945	NAN
80,001	2,835	-942,5	NAN
80,101	2,796	-940	NAN
80,201	2,7705	-936	NAN
80,301	2,7285	-932,5	NAN
80,401	2,679	-926,5	NAN
80,501	2,64	-922	NAN
80,601	2,631	-920	NAN
80,701	2,6115	-917,5	NAN
80,801	2,586	-914,5	NAN
80,901	2,5635	-911	NAN
81,001	2,55	-908,5	NAN
81,101	2,5215	-905,5	NAN
81,201	2,457	-897,5	NAN
81,301	2,391	-887	NAN
81,401	2,3595	-879,5	NAN
81,501	2,346	-876	NAN
81,601	2,322	-872	NAN
81,701	2,2995	-868	NAN
81,801	2,274	-863	NAN
81,901	2,235	-857	NAN
82,001	2,1945	-848,5	NAN
82,101	2,1615	-841	NAN
82,201	2,16	-838,5	NAN
82,301	2,1585	-837,5	NAN
82,401	2,151	-836,5	NAN
82,501	2,148	-835	NAN
82,601	2,1315	-833	NAN
82,701	2,109	-829	NAN
82,801	2,1075	-827,5	NAN
82,901	2,094	-825	NAN
83,001	2,085	-823	NAN
83,101	2,0625	-819	NAN
83,201	2,04	-813,5	NAN
83,301	2,016	-808	NAN
83,401	1,968	-798,5	NAN
83,501	1,953	-793	NAN
83,601	1,9425	-788,5	NAN
83,701	1,914	-783,5	NAN
83,801	1,9035	-780	NAN
83,901	1,899	-777,5	NAN
84,001	1,8945	-776,5	NAN
84,101	1,878	-773	NAN
84,201	1,872	-771	NAN
84,301	1,857	-767,5	NAN
84,401	1,8525	-765	NAN
84,501	1,8375	-762,5	NAN
84,601	1,812	-756,5	NAN
84,701	1,779	-750	NAN
84,801	1,7595	-743,5	NAN
84,901	1,7325	-737	NAN
85,001	1,6785	-724,5	NAN
85,101	1,668	-718	NAN
85,201	1,6635	-714,5	NAN
85,301	1,6515	-711,5	NAN
85,401	1,614	-704	NAN
85,501	1,5675	-692	NAN
85,601	1,5525	-685,5	NAN
85,701	1,536	-678,5	NAN
85,801	1,5375	-677	NAN
85,901	1,533	-676	NAN
86,001	1,4835	-667	NAN
86,101	1,47	-660	NAN
86,201	1,431	-651,5	NAN
86,301	1,3665	-634,5	NAN
86,401	1,2885	-612,5	NAN
86,501	1,215	-590	NAN
86,601	1,122	-562	NAN
86,701	1,0005	-524	NAN
86,801	0,9315	-494,5	NAN
86,901	0,918	-482	NAN
87,001	0,8865	-470,5	NAN
87,101	0,8505	-458	NAN
87,201	0,822	-446	NAN
87,301	0,78	-432	NAN
87,401	0,741	-416,5	NAN
87,501	0,705	-402	NAN
87,601	0,6405	-379,5	NAN
87,701	0,5865	-357	NAN
87,801	0,54	-334,5	NAN
87,901	0,5205	-324,5	NAN
88,001	0,4695	-303	NAN
88,101	0,459	-294	NAN
88,201	0,429	-283	NAN
88,301	0,372	-259	NAN
